"Registro ANS";"CNPJ";"Razão Social";"Nome Fantasia";"Modalidade";"Logradouro";"Número";"Complemento";"Bairro";"Cidade";"UF";"CEP";"DDD";"Telefone";"Fax";"Endereço eletrônico";"Representante";"Cargo Representante";"Data Registro ANS"
"312924";"00360305000104";"CAIXA ECONÔMICA FEDERAL";"CAIXA";"Autogestão";"SAS - Q. 05 - LOTES 9/10 - 6º ANDAR";"05";"ED. SEDE II";"ASA SUL";"Brasília";"DF";"70070050";"61";"32063725";"32063748";"gecpe@caixa.gov.br";"FRANCISCO ASSIS FERREIRA SANCHES LOPES";"SUPERINTENDENTE NACIONAL";"21/12/1998"
"418072";"13223975000120";"CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A";"CAIXA SEGURADORA SAÚDE";"Seguradora Especializada em Saúde";"AVENIDA TAMBORÉ";"267";"14º ANDAR - ED. CANOPUS";"TAMBORÉ";"São Paulo";"SP";"06460000";"11";"49358275";"";"relacionamento.ans@caixaseguradora.com.br";"RODRIGO PASSADORE COSTANTINO";"DIRETOR SUPERINTENDENTE";"05/05/2011"
"319872";"35908607000159";"CAMIM - OPERADORA PLANO DE SAÚDE LTDA";"CAMIM";"Medicina de Grupo";"ESTRADA INTENDENTE MAGALHÃES";"476";"";"OSWALDO CRUZ";"Rio de Janeiro";"RJ";"21331720";"21";"24535566";"24502405";"operadora@camim.com.br";"ELIANA GALDINO DA SILVA";"SÓCIA ADMINISTRADORA";"06/01/1999"
"417785";"04566215000125";"CAMPEÃ ADMINISTRADORA DE BENEFÍCIOS LTDA.";"";"Administradora de Benefícios";"RUA DESEMBARGADOR WESTPHALEN";"2151";"";"REBOUÇAS";"Curitiba";"PR";"80220030";"41";"35125900";"";"WILLIAM@GRUPOVITAL.COM.BR";"WILLIAM AFONSO ALVES";"SOCIO ADMINISTRADOR";"20/12/2010"
"419265";"17634722000109";"CAPITAL ADMINISTRADORA DE BENEFÍCIOS LTDA.";"CAPITAL ADMINISTRADORA DE BENEFÍCIOS";"Administradora de Benefícios";"SCS QUADRA 05 BLOCO C";"LJ 168";"PARTE A1 GALERIA NOVA OUVIDOR";"ASA SUL";"Brasília";"DF";"70305918";"61";"30419594";"";"XX@XX.XX";"NEY BRANDÃO";"SÓCIO-ADMINISTRADOR";"23/01/2014"
"379956";"02725347000127";"CARE PLUS MEDICINA ASSISTENCIAL LTDA.";"CARE PLUS MEDICINA ASSISTENCIAL LTDA.";"Medicina de Grupo";"ALAMEDA MAMORÉ";"687";"12ª ANDAR - CJ 1201 A 1204";"ALPHAVILLE";"Barueri";"SP";"06454040";"11";"41979000";"41979054";"ans@careplus.com.br";"LUIZ ROBERTO FONSECA DE CAMARGO";"DIRETOR PRESIDENTE";"07/01/1999"
"422304";"36263502000152";"CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.";"";"Medicina de Grupo";"Rua da Assembleia";"10";"sala 3516";"CENTRO";"Rio de Janeiro";"RJ";"20011901";"21";"980069917";"";"rafinha1478952@hotmail.com";"RAFAEL OLIVEIRA DA SILVA";"ADMINISTRADOR";"16/06/2020"
"327328";"05455431000166";"CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.";"CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA .";"Medicina de Grupo";"R MANOEL INACIO BEZERRA";"89";"";"CENTRO";"Brejo Santo";"CE";"63260000";"88";"35310460";"35310997";"csnsf1@gmail.com";"EDMILSON COSTA  MEDEIRO";"DIRETOR ADMINISTRATIVO";"04/01/1999"
"363766";"31488208000125";"CASA DE SAÚDE SÃO BERNARDO S/A";"SÃO BERNARDO SAÚDE";"Medicina de Grupo";"RUA MADEIRA DE FREITAS";"44";"";"PRAIA DO CANTO";"Vitória";"ES";"29055320";"27";"21012847";"";"ans@saobernardo.com";"WALTER LUIZ DALLA BERNARDINA";"DIRETOR PRESIDENTE";"16/12/1998"
"417165";"09114713000150";"CASE - CENTRAL DE ADMINISTRAÇÃO DE PLANO DE SAÚDE LTDA";"CASE SAÚDE";"Administradora de Benefícios";"AVENIDA RIO BRANCO";"81";"16º ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20040004";"21";"32169292";"32169292";"RAFAEL@CASESAUDE.COM.BR";"RAFAEL SAMPAIO DA MOTTA";"SóCIO-ADMINISTRADOR";"12/02/2010"
"415952";"64170517000101";"CDA - ASSISTÊNCIA ODONTOLÓGICA LTDA - EPP";"CDA ASSISTENCIA ODONTOLOGICA LTDA-EPP";"Odontologia de Grupo";"RUA BARÃO DE JAGUARA";"655";"SALA 1006, 1007, 1008 E 1010";"CENTRO";"Campinas";"SP";"13015001";"19";"32346437";"32311588";"cdacampinas@odontocda.com.br";"ANTONIO MARCIO RODRIGUES";"DIRETOR";"08/03/2007"
"311472";"18987107000130";"CEAM BRASIL - PLANOS DE SAÚDE LTDA";"CEAM BRASIL";"Medicina de Grupo";"PRAÇA DR. CARLOS VICTOR";"01";"3º ANDAR, SALA 1";"VARGINHA";"Itajubá";"MG";"37500000";"35";"36298014";"36298040";"contabilidade@ceambrasil.com.br";"LUIZ ARMANDO TEIXEIRA";"PRESIDENTE DO CONSELHO DE ADMINISTRAÇÃO";"18/12/1998"
"418749";"06814351000112";"CEDPLAN SAÚDE LTDA EPP";"";"Medicina de Grupo";"RUA QUINZE DE NOVEMBRO";"126";"LOJA 16";"CENTRO";"Barbacena";"MG";"36200074";"32";"33396250";"";"regulamentacao@cedplan.com.br";"DAVID ALDRIN LOPES CARNEIRO";"SÓCIO-ADMINISTRADOR ";"11/01/2013"
"339270";"42278796000199";"CELULOSE NIPO-BRASILEIRA S/A - CENIBRA";"CENIBRA";"Autogestão";"RODOVIA BR 381 - KM";"172";"CAIXA POSTAL 100 - AGÊNCIA CENIBRA";"PERPETUO SOCORRO";"Belo Oriente";"MG";"35196972";"31";"38295026";"38295218";"comunicacaosocial@cenibra.com.br";"FERNANDO SÉRGIO DA MATA BOREL";"GERENTE DEPARTAMENTO RECURSOS ";"12/01/1999"
"417505";"12055813000168";"CEMIG SAÚDE";"CEMIG SAÚDE";"Autogestão";"AVENIDA BARBACENA";"472";"5° AO 8° E 12º ANDARES";"BARRO PRETO";"Belo Horizonte";"MG";"30190130";"31";"32534923";"32534949";"orgaoregulador@cemigsaude.org.br";"ANDERSON FERREIRA";"REPRESENTANTE";"13/08/2010"
"300012";"49008568000148";"CEMIL CENTRO MEDICO DE ITU LTDA.";"CEMIL CENTRO MEDICO DE ITU  LTDA.";"Medicina de Grupo";"RUA SANTA RITA";"1745";"";"CENTRO";"Itu";"SP";"13300070";"11";"40138888";"";"solange.martins@cemilsaude.com.br";"RICARDO DE CAPRIO";"SÓCIO ADMINISTRADOR";"20/01/1999"
"422436";"04940191000122";"CENIBRA LOGÍSTICA LTDA";"CENIBRA LOG";"Autogestão";"RODOVIA BR 381 KM 172";"S/N";"CAIXA POSTAL  101";"PERPÉTUO SOCORRO";"Belo Oriente";"MG";"35162972";"31";"38295415";"";"beneficioscnblog@cenibra.com.br";"WELINGTON JUNIOR DE OLIVEIRA";"Gerente Financeiro e Admi";"22/10/2020"
"304697";"05914650000166";"CENTRAIS ELÉTRICAS DE RONDÔNIA S/A - CERON";"CENTRAIS ELÉTRICAS DE RONDÔNIA S/A - CERON";"Autogestão";"AV IMIGRANTES";"4137";"";"SETOR INDUSTRIAL";"Porto Velho";"RO";"76821063";"69";"32164004";"32164005";"haucineide.jesus@eletrobrasrondonia.com";"MARIZETE SILVANA DOS SANTOS";"GERENTE DE GESTÃO DE PESSOAS";"22/12/1998"
"339679";"02812468000106";"CENTRAL NACIONAL UNIMED - COOPERATIVA CENTRAL";"CENTRAL NACIONAL UNIMED";"Cooperativa Médica";"ALAMEDA SANTOS";"1826";"";"CERQUEIRA CÉSAR";"São Paulo";"SP";"01418102";"11";"32687700";"32687625";"compliance@centralnacionalunimed.com.br";"LUIZ PAULO TOSTES COIMBRA";"DIRETOR PRESIDENTE";"17/12/1998"
"417092";"10540020000109";"CENTRAL OPERADORA DE PLANOS DE SAÚDE NORTE-NORDESTE SOCIEDADE COOPERATIVA";"";"Cooperativa Médica";"AV. CARNEIRO DA CUNHA";"55";"";"TORRE";"João Pessoa";"PB";"58040909";"83";"30482710";"30482750";"contato@opsnortenordeste.com.br";"EURACY DE SOUSA BONNER";"DIRETORA PRESIDENTE";"09/09/2009"
"386596";"00366982000130";"CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO";"UNIMED CERRADO";"Cooperativa Médica";"RUA 8 A";"111";"";"SETOR AEROPORTO";"Goiânia";"GO";"74075240";"62";"32215100";"32125100";"eurivan@unimedcerrado.com.br";"JOSE DE OLIVEIRA E SILVA";"DIRETOR PRESIDENTE";"24/12/1998"
"392804";"00773639000100";"CENTRO CLÍNICO GAÚCHO LTDA";"CENTRO CLÍNICO GAÚCHO";"Medicina de Grupo";"RUA DONA MARGARIDA";"537";"";"NAVEGANTES";"Porto Alegre";"RS";"90240611";"14";"32879212";"32879231";"contatoans@ccgrs.com.br";"FÁBIO BERNAL ROSSETTO";"REPRESENTANTE";"29/12/1998"
"304212";"92240605000178";"CENTRO CLINICO NH LTDA.";"CENTRO CLINICO NH";"Medicina de Grupo";"RUA LIMA E SILVA";"25";"";"CENTRO";"Novo Hamburgo";"RS";"93310002";"05";"130669378";"130669378";"arthur@centrocliniconh.com.br";"BADIR HASSAN AWAD";"DIRETOR";"25/01/1999"
"415910";"02569472000195";"CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA";"IDEAL VIDA E SAUDE";"Medicina de Grupo";"RUA AUGUSTO DA SILVA PALHARES";"105";"";"JARDIM SAO BENTO";"Jundiaí";"SP";"13202510";"11";"46072323";"48163740";"idealvidaesaude@terra.com.br";"RONALDO MOISES";"SOCIO ADMINISTRADOR";"31/01/2007"
"350699";"00950062000164";"CENTRO HOSPITALAR ATIBAIA LTDA.";"CLIMED SAÚDE";"Medicina de Grupo";"RUA BAHIA";"299";"";"RECREIO ESTORIL";"Atibaia";"SP";"12944060";"11";"44121232";"";"juridico@sabinatibaia.com.br";"FRANCISCO ESPINHA NETO";"DIRETOR PRESIDENTE";"24/12/1998"
"408883";"27533116000142";"CENTRO MÉDICO FÁTIMA LTDA";"";"Medicina de Grupo";"RUA DEZENOVE DE FEVEREIRO";"126";"PARTE";"BOTAFOGO";"Rio de Janeiro";"RJ";"22280030";"21";"21368686";"22861250";"atendimento@memorialsaudebotafogo.com.br";"NEMER CHIDID FILHO";"SOCIO ADMINISTRADOR";"13/10/1999"
"314757";"37161015000141";"CENTRO ODONTOLOGICO INTEGRADO EIRELI";"INTERDENTAL";"Odontologia de Grupo";"SRTVS, QUADRA 701-CONJ. E ";"BLOCOS 2/4";"SALAS 207/208 E 209";"ASA SUL";"Brasília";"DF";"70340902";"61";"33212221";"613212221";"adm@interdentaldf.com.br";"ANGELA THAISE FREIRE FERREIRA";"SÓCIO-ADMINISTRADORA";"29/12/1998"
"419711";"21416316000139";"CENTRO OESTE ADMINISTRADORA DE BENEFICIOS LTDA";"CENTRO OESTE ADMINISTRADORA";"Administradora de Benefícios";"SGA/S QD 915";"S/N";"CONJ. N SL 322";"ASA SUL";"Brasília";"DF";"70390150";"61";"41032738";"";"administracao@centrooesteadm.com.br";"RODRIGO JACOB DE MATOS";"SÓCIO ADMINISTRADOR";"24/03/2015"
"303623";"62638374000194";"CENTRO TRASMONTANO DE SAO PAULO";"CENTRO TRASMONTANO DE SAO PAULO";"Medicina de Grupo";"RUA TABATINGUERA";"294";"";"CENTRO";"São Paulo";"SP";"01020903";"11";"31181519";"31151515";"ans@trasmontano.com.br";"FERNANDO JOSÉ MOREDO";"PRESIDENTE";"22/12/1998"
"401871";"64928609000108";"CEORP - CENTRO ODONTOLOGICO LTDA";"CEORP";"Odontologia de Grupo";"RUA DUQUE DE CAXIAS";"1453";"";"CENTRO";"Ribeirão Preto";"SP";"14015020";"16";"36105362";"36105362";"ceorp@terra.com.br";"PAULO CÉSAR MOSNA";"ADMINISTRADOR";"11/03/1999"
"324892";"43776491000170";"CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO";"CETESB";"Autogestão";"AV. PROFESSOR FREDERICO HERMANN JUNIOR";"345";"";"ALTO DOS PINHEIROS";"São Paulo";"SP";"05459900";"11";"31333440";"31333992";"ar_cetesb@sp.gov.br";"FERNANDO ROBERTO SETTI";"GERENTE DO DEPTO. DE GESTÃO RH";"29/12/1998"
"413291";"02140364000100";"CGO SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA ";"CGO SAÚDE";"Medicina de Grupo";"AV. GOVERNADOR LEONEL DE MOURA BRIZOLA";"1169";"SALAS 401 E 402";"CENTRO";"Duque de Caxias";"RJ";"25010007";"21";"30103590213";"30103590255";"adm.pra@cgo.com.br";"MARCUS VINICIUS MARQUES GASPAR";"SÓCIO";"09/03/2001"
"310247";"88645403000139";"CIRCULO OPERARIO CAXIENSE";"CIRCULO OPERARIO CAXIENSE";"Medicina de Grupo";"RUA VISCONDE DE PELOTAS";"809";"";"CENTRO";"Caxias do Sul";"RS";"95020181";"54";"21010000";"542233491";"circulo@circulosaude.com.br";"FRANCISCO JOSE CALERO COSTA FILHO";"REPRESENTANTE";"24/12/1998"
"419435";"20088388000131";"CLASSE ADMINISTRADORA DE BENEFÍCIOS LTDA - ME";"CLASSE ADMINISTRADORA";"Administradora de Benefícios";"SBS - QD 02 - BLOCO A";"01";"SL 205 -  ED. CASA DE SÃO PAULO";"ASA SUL";"Brasília";"DF";"70070120";"61";"38791163";"38791164";"CANALANS@CLASSEADMINISTRADORA.COM.BR";"FRANCISCO NOGUEIRA DA SILVA";"REPRESENTANTE";"04/08/2014"
"343013";"25646761000146";"CLIMEPE TOTAL LTDA";"CLIMEPE TOTAL";"Medicina de Grupo";"RUA MINAS GERAIS";"640";"";"CENTRO";"Poços de Caldas";"MG";"37701004";"35";"37224004";"37224004";"ans@intermedica.com.br";"LUIZ CELSO DIAS LOPES";"REPRESENTANTE LEGAL";"17/12/1998"
"342955";"29780384000194";"CLIMESA CLÍNICA MÉDICA SANTANA LTDA";"MEGAMED SAUDE";"Medicina de Grupo";"AV. PASTOR MARTIN LUTHER KING JUNIOR";"7.406";"";"IRAJÁ";"Rio de Janeiro";"RJ";"21235000";"21";"33510482";"24511705";"direcao.climesa@gmail.com";"PABLO LIMA DE MENDONÇA";"SÓCIO GERENTE";"06/01/1999"
"410071";"03447952000146";"CLINICA ODONTOLOGICA ODONTOPLAN LTDA";"ODONTOPLAN";"Odontologia de Grupo";"RUA BENTO GONÇALVES";"1731";"SALA 112";"BOA VISTA";"Novo Hamburgo";"RS";"93410395";"51";"30366610";"30366610";"odontoplan@clinicaodontoplan.com.br";"ANA GICIELI FRACALOSSI";"SÓCIA ADMINISTRADORA";"07/12/1999"
"415944";"51262335000119";"CLÍNICA SÃO GABRIEL S/S LTDA";"";"Medicina de Grupo";"PRAÇA DA INDEPENDENCIA";"17";"";"CENTRO";"Ferraz de Vasconcelos";"SP";"08500901";"11";"46755166";"46765514";"info@saogabrielsaude.com.br";"JOSE CARLOS ABISSAMRA";"SOCIO-GERENTE";"08/03/2007"
"413275";"04272692000188";"CLINICA SÃO JOSÉ SAUDE LTDA.";"CLINICA SÃO JOSE SAUDE LTDA";"Medicina de Grupo";"PRAÇA MELVIN JONES";"7";"";"JD.SÃO DIMAS";"São José dos Campos";"SP";"12245360";"12";"39252300";"39251018";"cians@hapvida.com.br";"ANDRE LUIZ BOMFIM DE MELO";"REPRESENTANTE LEGAL";"07/03/2001"
"340782";"76882612000117";"CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA";"GNDI SUL";"Medicina de Grupo";"RUA XV DE NOVEMBRO";"575";"4º E 5º ANDARES ";"CENTRO";"Curitiba";"PR";"80020310";"41";"30213000";"30213060";"ans@clinipam.com.br";"LUIZ CELSO DIAS LOPES";"DIRETOR EXECUTIVO";"22/12/1998"
"418480";"08902329000150";"CLUBE CARE ADMINISTRADORA DE BENEFICIOS LTDA";"";"Administradora de Benefícios";"AVENIDA RIO BRANCO";"123";"GRUPO 1202 E 1203";"CENTRO";"Rio de Janeiro";"RJ";"20040905";"21";"35539188";"";"julianacjuridico@gmail.com";"AFRANIO FIGUEIREDO BENINATO";"REPRESENTANTE LEGAL";"26/03/2012"
"417891";"09585273000110";"CLUBE DE BENEFICIOS PARA COOP., ASS., CONS., SIND. E SEGUROS - CBCACSS";"";"Administradora de Benefícios";"RUA DA ASSEMBLEIA";"10";"SALA 3811 - A";"CENTRO";"Rio de Janeiro";"RJ";"20011000";"21";"84282619";"";"CBCACSS@CBCACSS.COM.BR";"ANTONIO CARLOS ANTUNES BASTOS";"DIRETOR PRESIDENTE";"22/02/2011"
"419290";"17698381000127";"CLUBE DE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.";"";"Administradora de Benefícios";"RUA DOUTOR PLÍNIO BARRETO";"365";" PARTE";"BELA VISTA";"São Paulo";"SP";"01313020";"11";"31913876";"";"juridico_regulatorio_3@qualicorp.com.br";"ELTON HUGO CARLUCI";"REPRESENTANTE ";"21/02/2014"
"422461";"38046343000160";"CLUBE SILVER ADMINISTRADORA DE PLANOS DE SAUDE LTDA";"";"Administradora de Benefícios";"RUA QUINZE DE NOVEMBRO";"228";"AP 304";"CENTRO";"Niterói";"RJ";"24020125";"21";"35531692";"";"thiago@unimedicasaude.com";"ELVISON CARLOS FAGUNDES PINHEIRO";"SOCIO ADMINISTRADOR/REPRE";"09/02/2021"
"310239";"17146846000137";"CMI - PLANOS DE ASSISTÊNCIA MÉDICA LTDA";"PESSOAL SAÚDE";"Medicina de Grupo";"AV BARÃO DO RIO BRANCO";"3925";"LOJA 223";"ALTO DOS PASSOS";"Juiz de Fora";"MG";"36021630";"";"";"";"elisangela@pessoalsaude.com.br";"RAFAEL VIEIRA DE AQUINO SANCHES";"SÓCIO";"31/12/1998"
"419796";"14372148000161";"COMPANHIA DAS DOCAS DO ESTADO DA BAHIA - CODEBA";"CODEBA";"Autogestão";"AV. DA FRANçA";"1551";"ESTAçãO MARITIMA VISC. DE CAIRU";"COMERCIO";"Salvador";"BA";"40010000";"71";"33201294";"33201302";"JAILTON@CODEBA.COM.BR";"NEWTON FERREIRA DIAS";"DIRETOR ADMINISTRATIVO/ FINANC";"26/06/2015"
"330051";"47902648000117";"COMPANHIA DE ENGENHARIA DE TRAFEGO - CET";"";"Autogestão";"RUA BARÃO DE ITAPETININGA";"18";"";"CENTRO";"São Paulo";"SP";"05425904";"11";"30302378";"30302066";"dcp@cetsp.com.br";"RICARDO RIBEIRO";"REPRESENTANTE";"28/12/1998"
"416509";"27316538000166";"COMPANHIA DOCAS DO ESPIRITO SANTO - CODESA";"CODESA";"Autogestão";"AVENIDA GETULIO VARGAS";"556";"";"CENTRO";"Vitória";"ES";"29010945";"27";"31327326";"";"esantos@codesa.gov.br";"FABRICIO BERNARDES DINIZ";"COORD. DE RECURSOS HUMANOS";"22/01/2008"
"392405";"28151363000147";"COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO";"CESAN";"Autogestão";"AV. GOVERNADOR BLEY";"186";"3º PAV";"CENTRO";"Vitória";"ES";"29010150";"27";"21275000";"21275353";"amscesan@cesan.com.br";"LEANDRO REZENDE DE ABREU";"GERENTE DE RECURSOS HUMANOS";"28/12/1998"
"334189";"26461699000180";"COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB";"COMPANHIA NACIONAL DE ABASTECIMENTO - C0NAB";"Autogestão";"SGAS QUADRA 901, CONJUNTO 'A', EDIFÍCIO ";"69";"ASA SUL";"PLANO PILOTO";"Brasília";"DF";"70390010";"61";"33126073";"33126089";"gesas@conab.gov.br";"GIOVANA IANNICELLI CREMA RODRIGUES";"SUPERINT DE DESENV. DE PESSOAS";"05/01/1999"
"420247";"23920704000188";"COMPAR ADMINISTRADORA DE BENEFICIOS LTDA - ME";"COMPAR ADMINISTRADORA DE BENEFICIOS";"Administradora de Benefícios";"RUA TEIXEIRA SOARES";"468";"";"SEMINÁRIO";"Curitiba";"PR";"80240440";"41";"31140469";"";"COMPAR@COMPARADM.COM.BR";"ALMIR RODRIGUES";"SÓCIO ADMINISTRADOR";"25/10/2016"
"390259";"70094578000130";"COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA";"COMSEDER";"Autogestão";"AV. MAXIMIANO DE FIGUEIREDO";"311";"CASA";"CENTRO";"João Pessoa";"PB";"58013470";"83";"32162904";"32417196";"comseder@comseder.com.br";"FRANCISCO FERNANDES LISBOA";"DIRETOR PRESIDENTE";"29/12/1998"
"321931";"29640612000120";"CONFERÊNCIA SÃO JOSÉ DO AVAÍ";"HOSPITAL SÃO JOSÉ DO AVAÍ";"Filantropia";"RUA CORONEL LUIZ FERRAZ";"397";"";"CENTRO";"Itaperuna";"RJ";"28300000";"22";"38249288";"";"saudeavai@saudeavai.com.br";"AUGUSTO CLAUDIO DE ALMEIDA TINOCO";"REPRESENTANTE JUNTO A ANS";"16/12/1998"
"410624";"03613857000175";"CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA";"CONFIANÇA SAÚDE";"Medicina de Grupo";"RUA LORENA";"767";"";"PADRE EUSTÁQUIO";"Belo Horizonte";"MG";"30730170";"31";"34112025";"34112025";"gerencia@confiancasaude.com.br";"ROBERTO D'ASSUMPCAO GUIMARAES";"ADMINISTRADOR ";"21/02/2000"
"405931";"60537495000114";"CONSTRUDENTE ASSISTENCIA ODONTOLOGICA LTDA";"CONSTRUDENTE";"Odontologia de Grupo";"RUA JOÃO CACHOEIRA";"571";"CONJUNTO 27";"ITAIM BIBI";"São Paulo";"SP";"04535011";"11";"30786904";"30786904";"lia@construdente.com.br";"LIA ROSSI GILOS";"SÓCIA ADMINISTRADORA";"30/06/1999"
"418323";"13286268000183";"CONTEM ADMINISTRADORA DE PLANOS DE SAÚDE LTDA.";"CONTEM ADMINISTRADORA DE BENEFICIOS";"Administradora de Benefícios";"RUA DO CARMO";"08";"10º ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20011020";"21";"35274747";"";"juridico@grupocontem.com.br";"ANDREA DOS SANTOS MOURA";"PRESIDENTE";"21/12/2011"
"367087";"87158507000156";"COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.";"UNIMED OPERADORA/RS";"Cooperativa Médica";"RUA SANTA TEREZINHA";"340";"";"FARROUPILHA";"Porto Alegre";"RS";"90040180";"05";"132011370";"133303085";"unimedrs@unimedrs.com.br";"PAULO ROBERTO DE OLIVEIRA WEBSTER";"REPRESENTANTE JUNTO A ANS";"18/12/1998"
"353477";"01041724000146";"COOPERATIVA DE ASSISTÊNCIA ODONTOLÓGICA VALE DO CAÍ LTDA - DENTSUL";"DENTSUL";"Cooperativa odontológica";"RUA CAPITAO PORFIRIO";"1551";"";"CENTRO";"Montenegro";"RS";"95780000";"51";"36322297";"516322297";"dentsul@dentsul.com.br";"TULIO CICERO HARRES SOARES";"PRESIDENTE";"22/12/1998"
"350362";"00216547000129";"COOPERATIVA DE CONSUMO E BENEFÍCIOS SOCIAIS E ECONÔMICOS 'C.S. ASSISTANCE'";"C.S. ASSISTANCE";"Medicina de Grupo";"R. BUENOS AIRES";"441";"3º ANDAR";"BATEL";"Curitiba";"PR";"80250070";"41";"32331943";"32331943";"relacionamento@assistancesaude.com.br";"MARCIAL CARLOS RIBEIRO JUNIOR";"PRESIDENTE";"20/01/1999"
"313084";"25064148000110";"COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA";"UNIMED DE ARAGUAINA";"Cooperativa Médica";"AVENIDA TOCANTINS";"1232";"LT- 17 QD RT-1";"CENTRO";"Araguaína";"TO";"77803120";"63";"34118600";"34143636";"gerente@unimedaraguaina.com.br";"LUIZ CARLOS DE OLIVEIRA";"PRESIDENTE";"24/12/1998"
"337188";"21490586000190";"COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE";"UNIMED SUL MINEIRA";"Cooperativa Médica";"AV. MARECHAL CASTELO BRANCO";"75";"";"CEL EVARISTO AZEVEDO JUNQUEIRA";"Pouso Alegre";"MG";"37550275";"35";"34491800";"34491832";"unimed@unimedsulmineira.com.br";"MARCELO COUTO LUNA DE ALMEIDA";"DIRETOR PRESIDENTE";"18/12/1998"
"317012";"85177194000158";"COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA";"UNIMED PLANALTO NORTE";"Cooperativa Médica";"AVENIDA DOM PEDRO II";"373";"-";"CENTRO";"São Bento do Sul";"SC";"89280136";"47";"36314183";"36314183";"juridico@upn.unimedsc.com.br";"GIOVANI ERINEU SCHWINGEL";"PRESIDENTE";"17/12/1998"
"318213";"85246916000189";"COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO";"COOPERATIVA DE TRABALHO MEDICO REG.PLAN.SERRANO";"Cooperativa Médica";"RUA FREI GABRIEL";"115";"";"CENTRO";"Lages";"SC";"88502030";"49";"32216600";"32216643";"adriana@lages.unimedsc.com.br";"ALCEU FERNANDES FILHO";"PRESIDENTE";"17/12/1998"
"419028";"25906728000108";"COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ";"";"Cooperativa odontológica";"RUA ALCIDES FARIA";"240";"";"VARGINHA";"Itajubá";"MG";"37501058";"35";"36220258";"36220258";"uniodonto@uniodontoitajuba.com.br";"ALEXANDRE JULIO DIELLE";"DIRETOR PRESIDENTE";"11/09/2013"
"359459";"02725037000102";"COOPERATIVA DOS CIRURGIÕES DENTISTAS DO ESTADO DE SERGIPE";"COOPERDONTO";"Cooperativa odontológica";"AVENIDA BARÃO DE MARUIM";"993";"";"CENTRO";"Aracaju";"SE";"49015040";"79";"32146343";"32145556";"contato@cooperdonto-se.com.br";"JOÃO TELES DE MELO FILHO";"PRESIDENTE";"30/12/1998"
"404241";"72350382000194";"COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA";"COOPERSINOS LTDA";"Autogestão";"AV. UNISINOS";"950";"CENTRO COMUNITÁ";"CRISTO REI";"São Leopoldo";"RS";"93022000";"51";"35908509";"35908590";"clovisk@unisinos.br";"CLÓVIS ANTÔNIO KRONBAUER";"PRESIDENTE";"19/05/1999"
"406805";"03268622000193";"COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.";"COOPUSAÚDE";"Medicina de Grupo";"PEDRO ALVARES CABRAL";"900";"";"CENTRO";"Erechim";"RS";"99700252";"54";"35202900";"35226869";"administracao@coopusaude.coop.br";"DILVA MARIA GALINA LOCH";"PRESIDENTE";"02/08/1999"
"400572";"02947180000149";"COOPERATIVA EVIDENTE - COOPERATIVA DE TRABALHO ODONTOLÓGICA DE BOTUCATU";"EVIDENTE";"Cooperativa odontológica";"RUA DR CARDOSO DE ALMEIDA";"579";"";"CENTRO";"Botucatu";"SP";"18600005";"14";"38824142";"38824142";"evidente@evidente.com.br";"JOÃO ANTONIO GODOY";"PRESIDENTE";"18/02/1999"
"417840";"02919940000104";"COOPERATIVA NOVODENTE LTDA";"NOVODENTE";"Cooperativa odontológica";"AVENIDA CEL. FREDERICO LINCK";"714";"SALAS 302 E 303";"RIO BRANCO";"Novo Hamburgo";"RS";"93336002";"51";"35941275";"35941275";"novodente@novodente.com.br";"JOÃO CARLOS MARIA RATH";"PRESIDENTE";"24/01/2011"
